identity,NetworkFilename,Strain,CoatColor,CoatColor_numeric,Sex,Sex_numeric,Weight,Box,Box_numeric,TestAge,TestDate,TestTime,OFA_DistanceTraveled_first5m,OFA_DistanceTraveled_first20m,OFA_DistanceTraveled_first55m,OFA_PeripheryTime_first5m,OFA_PeripheryTime_first20m,OFA_PeripheryTime_first55m,OFA_CornerTime_first5m,OFA_CornerTime_first20m,OFA_CornerTime_first55m,OFA_Groom_first5m,OFA_Groom_first20m,OFA_Groom_first55m,OFA_Groom_first55m_linearslope,OFA_GroomBouts_first5m,OFA_GroomBouts_first20m,OFA_GroomBouts_first55m,OFA_GroomBouts_first55m_linearslope,OFA_GroomAvgBout_first5m,OFA_GroomAvgBout_first20m,OFA_GroomAvgBout_first55m,OFA_GroomAvgBout_first55m_linearslope,OFA_GroomPeakMidBin,OFA_GroomPeakVal,OFA_GroomPeakSlope
LL4-B2B/2018-01-10_SPD/WT001G16N5F110114M-14-PSY.avi-WT1712BI,LL4-B2B/2018-01-10_SPD/WT001G16N5F110114M-14-PSY.avi,C57BL/6J,NA,NA,M,1,19.7,LL4-3,15,6.57142857142857,2018-01-10,2019-11-21 13:30:00,1640.907,4765.279,9165.9426,198.1001,887.7668,2914.3335,101.89993,312.233204,385.666534,13.06667,68.33337,627.90107,0.344582133477633,2,4,20,0.00880230880230881,6.533335,17.0833425,31.3950535,0.174823978100772,42.5,170.667,4.01569411764706
LL4-B2B/2018-01-10_SPD/WT009G2NCIN20804M-4-PSY.avi-WT1712AT,LL4-B2B/2018-01-10_SPD/WT009G2NCIN20804M-4-PSY.avi,C57BL/6NJ,NA,NA,M,1,21.2,LL4-4,16,6.14285714285714,2018-01-10,2019-11-21 13:30:00,1835.243,5879.0933,8765.38271,289.2,1124.8001,3220.3002,10.80001,75.23327,79.733263,8.4,82.23337,591.1997,0.0493314978354978,1,6,20,0.00108225108225108,8.4,13.7055616666667,29.559985,0.0117659362510966,22.5,182.9663,8.13183555555556
LL4-B2B/2018-01-18_SPD/WT009G2NCIN20302M-2-PSY.avi-WT1711AI,LL4-B2B/2018-01-18_SPD/WT009G2NCIN20302M-2-PSY.avi,C57BL/6NJ,NA,NA,M,1,26.4,LL4-1,13,11.7142857142857,2018-01-18,2019-11-21 10:40:00,1936.831,6128.089,14372.4871,266.3,1026.7669,2930.1004,33.7,173.23322,369.933131,12.13334,43.63334,294.69997,0.209143907647908,2,5,22,0.0111832611832612,6.06667,8.726668,13.3954531818182,0.102323208180815,47.5,110.6334,2.32912421052632
LL4-B2B/2018-01-18_SPD/WT009G2NCIN20303M-3-PSY.avi-WT1711AI,LL4-B2B/2018-01-18_SPD/WT009G2NCIN20303M-3-PSY.avi,C57BL/6NJ,NA,NA,M,1,28.2,LL4-2,14,11.7142857142857,2018-01-18,2019-11-21 10:40:00,1667.464,4486.4174,14924.7094,290.6333,1155.3668,2769.5002,9.400004,44.666664,530.566634,22.16664,140.73327,240.4666,-0.0364669776334776,3,9,16,-0.00490620490620491,7.38888,15.63703,15.0291625,0.123006569651875,12.5,54.4,4.352
LL4-B2B/2018-01-18_SPD/WT009G2NCIN20304M-4-PSY.avi-WT1711AI,LL4-B2B/2018-01-18_SPD/WT009G2NCIN20304M-4-PSY.avi,C57BL/6NJ,NA,NA,M,1,27.2,LL4-3,15,11.7142857142857,2018-01-18,2019-11-21 10:40:00,1549.341,5692.6947,15041.3713,281.1333,1040.3999,2814.5665,18.86667,159.60003,485.43334,21.3667,95.6333,260.7333,0.0521116161616161,2,6,16,-7.21500721500747e-05,10.68335,15.9388833333333,16.29583125,0.17780959020602,17.5,41.9333,2.39618857142857
LL4-B2B/2018-01-18_SPD/WT009G2NCIN20305M-5-PSY.avi-WT1711AI,LL4-B2B/2018-01-18_SPD/WT009G2NCIN20305M-5-PSY.avi,C57BL/6NJ,NA,NA,M,1,28.8,LL4-4,16,11.7142857142857,2018-01-18,2019-11-21 10:40:00,2070.266,5592.0499,14741.5384,281.5666,1048.7665,2810.1999,18.5,151.33334,489.899934,11.6,46.29997,224.33321,0.100346318181818,2,5,18,0.00461760461760462,5.8,9.259994,12.4629561111111,0.154801079663828,32.5,63.06667,1.94051292307692
LL4-B2B/2018-01-22_SPD/C57BR_Female_S123124F-2-PSY.avi-123-124,LL4-B2B/2018-01-22_SPD/C57BR_Female_S123124F-2-PSY.avi,C57BR/cdJ,NA,NA,F,0,20.4,LL4-1,13,10,2018-01-22,2019-11-21 11:09:00,3686.815,13946.72,32524.73,205.2,941.2334,2597.6,94.79997,258.76666,702.40003,0,0,10.86667,0.00563732828282828,0,0,2,0.00115440115440115,NA,NA,5.433335,-0.488888333333333,32.5,6.9,0.212307692307692
LL4-B2B/2018-02-06_SPD/WT009G2NCIN20801F-1-PSY.avi-WT1712AS,LL4-B2B/2018-02-06_SPD/WT009G2NCIN20801F-1-PSY.avi,C57BL/6NJ,NA,NA,F,0,21,LL4-1,13,11.4285714285714,2018-02-06,2019-11-21 13:05:00,1646.404,4342.3392,8359.8239,260.5334,1126.5668,3193.4668,39.49997,73.499963,106.599993,15.26667,86.73327,589.43401,0.429825442279942,2,4,21,0.00909090909090909,7.633335,21.6833175,28.0682861904762,0.734532544281184,42.5,154.967,3.64628235294118
LL4-B2B/2018-02-06_SPD/WT009G2NCIN20802F-2-PSY.avi-WT1712AS,LL4-B2B/2018-02-06_SPD/WT009G2NCIN20802F-2-PSY.avi,C57BL/6NJ,NA,NA,F,0,20.7,LL4-2,14,11.4285714285714,2018-02-06,2019-11-21 13:05:00,1814.09,5929.93,10606.0494,251.1,1037.3668,3117.1669,48.90003,162.666663,182.866629,14.3333,72.9667,682.69991,0.518345064213564,2,6,21,0.00606060606060606,7.16665,12.1611166666667,32.5095195238095,0.855056122109878,42.5,209.9337,4.93961647058824
LL4-B2B/2018-02-06_SPD/WT009G2NCIN20803F-3-PSY.avi-WT1712AS,LL4-B2B/2018-02-06_SPD/WT009G2NCIN20803F-3-PSY.avi,C57BL/6NJ,NA,NA,F,0,19.6,LL4-3,15,11.4285714285714,2018-02-06,2019-11-21 13:05:00,2088.646,6196.433,11873.6538,284.4333,1108.4666,3141.6332,15.600003,91.599999,158.433366,12.63333,53.46666,737.43403,0.56201611976912,2,7,28,0.00591630591630591,6.316665,7.63809428571429,26.3369296428571,1.04367209015841,47.5,218.8003,4.60632210526316
LL4-B2B/2018-02-08_SPD/WT001G16N5F110320F-20-PSY.avi-WT1712D,LL4-B2B/2018-02-08_SPD/WT001G16N5F110320F-20-PSY.avi,C57BL/6J,NA,NA,F,0,21.4,LL4-1,13,13,2018-02-08,2019-11-21 09:45:00,2927.194,9011.241,17371.8338,254.4,1052.2,3038.7,45.63336,147.90003,261.40009,0,23.5,355.90007,0.311844693362193,0,3,12,0.00512265512265512,NA,7.83333333333333,29.6583391666667,0.70521289752088,47.5,90.1333,1.89754315789474
LL4-B2B/2018-02-08_SPD/WT001G16N5F110321F-21-PSY.avi-WT1712D,LL4-B2B/2018-02-08_SPD/WT001G16N5F110321F-21-PSY.avi,C57BL/6J,NA,NA,F,0,22.4,LL4-2,14,13,2018-02-08,2019-11-21 09:45:00,2043.495,6609.61,16103.664,278,1096.9334,2874.4334,22.06666,103.16671,425.666707,0,16.83333,82.90004,0.0700601984126984,0,3,8,0.00158730158730159,NA,5.61111,10.362505,0.397889820615796,52.5,38.6667,0.736508571428571
LL4-B2B/2018-02-08_SPD/WT001G16N5F110322F-22-PSY.avi-WT1712D,LL4-B2B/2018-02-08_SPD/WT001G16N5F110322F-22-PSY.avi,C57BL/6J,NA,NA,F,0,23.6,LL4-3,15,13,2018-02-08,2019-11-21 09:45:00,2064.197,6067.367,14556.0049,262.1,872.33333,2486.83333,37.93327,327.73327,813.26657,0,18.93337,68.3334,0.0188383751803752,0,2,8,0.00266955266955267,NA,9.466685,8.541675,-0.0331001400707883,37.5,26.0667,0.695112
LL4-B2B/2018-02-08_SPD/WT009G2NCIN20904F-4-PSY.avi-WT1712M,LL4-B2B/2018-02-08_SPD/WT009G2NCIN20904F-4-PSY.avi,C57BL/6NJ,NA,NA,F,0,22.6,LL4-4,16,12.4285714285714,2018-02-08,2019-11-21 09:45:00,2176.495,7209.646,16890.6732,240.0667,1059.1333,3053.4333,59.93339,140.900123,246.600126,0,23.56667,168.96673,0.136462299422799,0,2,15,0.00966810966810967,NA,11.783335,11.2644486666667,0.0533984586651631,52.5,57.1667,1.08888952380952
LL4-B2B/2018-02-19_SPD/WT001G2N20903M-3-PSY.avi-WT1712CB,LL4-B2B/2018-02-19_SPD/WT001G2N20903M-3-PSY.avi,C57BL/6J,NA,NA,M,1,NA,LL4-1,13,11.4285714285714,2018-02-19,NA,2014.301,6547.668,16022.304,280.5173,1082.1724,2824.6553,19.48276,117.862093,475.379322,3.93103,27.65517,290.10289,0.373169098845599,1,3,13,0.00613275613275613,3.93103,9.21839,22.3156069230769,1.14375396232057,52.5,170.6202,3.24990857142857
LL4-B2B/2018-02-19_SPD/WT001G2N20904F-4-PSY.avi-WT1712CC,LL4-B2B/2018-02-19_SPD/WT001G2N20904F-4-PSY.avi,C57BL/6J,NA,NA,F,0,NA,LL4-2,14,11.4285714285714,2018-02-19,NA,1877.839,5814.204,14150.3752,266.1378,1079.862,2949.1725,33.86212,120.172422,350.86211,11.44828,63.34475,522.89661,0.55940473015873,2,7,15,-0.0012987012987013,5.72414,9.04925,34.859774,1.92012659505323,52.5,260.6898,4.96552
LL4-B2B/2018-02-19_SPD/WT001G2N20905F-5-PSY.avi-WT1712CC,LL4-B2B/2018-02-19_SPD/WT001G2N20905F-5-PSY.avi,C57BL/6J,NA,NA,F,0,NA,LL4-3,15,11.4285714285714,2018-02-19,NA,2377.016,8155.525,18617.63,255.8621,909.7587,2541.2413,44.13791,290.2413,758.793,4.51724,4.51724,57.20694,0.0315992777777778,1,1,6,0.00411255411255411,4.51724,4.51724,9.53449,-0.0630414938751123,32.5,36.069,1.10981538461538
LL4-B2B/2018-02-19_SPD/WT001G2N20906F-6-PSY.avi-WT1712CC,LL4-B2B/2018-02-19_SPD/WT001G2N20906F-6-PSY.avi,C57BL/6J,NA,NA,F,0,NA,LL4-4,16,11.4285714285714,2018-02-19,NA,1862.592,7324.436,17372.8558,293.3104,1049.0002,2892.3795,6.758619,151.103354,407.724062,4.48276,14.89656,128.68969,0.0376349942279942,1,3,11,-0.00028860028860029,4.48276,4.96552,11.6990627272727,0.286320257575757,32.5,56.1379,1.72732
LL4-B2B/2018-02-22_SPD/LL4-1_B6N_ControlMale-6-PSY.avi-B6NControl,LL4-B2B/2018-02-22_SPD/LL4-1_B6N_ControlMale-6-PSY.avi,C57BL/6NJ,NA,NA,M,1,27.7,LL4-1,13,10.7142857142857,2018-02-22,2019-11-21 13:25:00,2090.109,6768.785,14233.5251,265.5538,1039.5643,2858.2671,34.57456,160.94934,443.14564,3.58644,23.28038,183.0971,0.166597197691198,1,3,12,0.0062049062049062,3.58644,7.76012666666667,15.2580916666667,0.284351414852144,47.5,68.83448,1.44914694736842
LL4-B2B/2018-02-22_SPD/LL4-4_B6N_ControlFemale-13-PSY.avi-B6NControl,LL4-B2B/2018-02-22_SPD/LL4-4_B6N_ControlFemale-13-PSY.avi,C57BL/6NJ,NA,NA,F,0,21.5,LL4-4,16,10.2857142857143,2018-02-22,2019-11-21 13:25:00,1659.486,5719.158,13194.0455,290.2185,1067.1546,2820.3576,9.9099,133.35892,481.05476,5.28528,51.27978,165.29082,-0.0222149466089466,1,4,11,-0.000937950937950938,5.28528,12.819945,15.0264381818182,-0.0404875808949725,27.5,44.3901,1.61418545454545
LL4-B2B/2018-02-23_SPD/LL4-1_B6N_ControlFemale-10-PSY.avi-B6NControl,LL4-B2B/2018-02-23_SPD/LL4-1_B6N_ControlFemale-10-PSY.avi,C57BL/6NJ,NA,NA,F,0,19.3,LL4-1,13,10.8571428571429,2018-02-23,2019-11-21 13:00:00,1485.2714,5486.1744,14037.6964,288.6455,1120.3536,3013.9944,11.4829,80.1601,287.41848,0,0,73.77382,0.0303387878787879,0,0,5,0.00238095238095238,NA,NA,14.754764,-0.133036081730769,22.5,29.132,1.29475555555556
LL4-B2B/2018-02-23_SPD/LL4-2_B6N_ControlFemale-11-PSY.avi-B6NControl,LL4-B2B/2018-02-23_SPD/LL4-2_B6N_ControlFemale-11-PSY.avi,C57BL/6NJ,NA,NA,F,0,19.2,LL4-2,14,10.8571428571429,2018-02-23,2019-11-21 13:00:00,1534.5621,4191.3518,10802.0628,294.0269,1128.5269,3160.2225,6.1061,72.00526,141.241046,9.1091,16.5165,102.4023,0.0387303946608947,1,2,11,0.0038961038961039,9.1091,8.25825,9.3093,0.0133264093363649,42.5,30.96427,0.728571058823529
LL4-B2B/2018-02-23_SPD/LL4-3_B6N_ControlFemale-12-PSY.avi-B6NControl,LL4-B2B/2018-02-23_SPD/LL4-3_B6N_ControlFemale-12-PSY.avi,C57BL/6NJ,NA,NA,F,0,19.7,LL4-3,15,10.8571428571429,2018-02-23,2019-11-21 13:00:00,1421.793,5632.801,12061.7281,289.3692,1162.2585,3244.1874,10.75932,38.25536,57.22574,8.58858,22.3366,257.90894,0.206977601731602,1,3,17,0.0124819624819625,8.58858,7.44553333333333,15.1711141176471,0.0607329955309373,52.5,78.64992,1.49809371428571
LL4-B2B/2018-02-23_SPD/LL4-4_SJL_ControlMale-7-PSY.avi-SJLControl,LL4-B2B/2018-02-23_SPD/LL4-4_SJL_ControlMale-7-PSY.avi,SJL/J,NA,NA,M,1,23.3,LL4-4,16,10.8571428571429,2018-02-23,2019-11-21 13:00:00,1306.451,3483.5393,4886.9006,300.1285,1198.5949,3299.4944,0,1.91906,1.91906,5.06506,120.99514,161.23246,-0.130220772005772,1,8,12,-0.00945165945165945,5.06506,15.1243925,13.4360383333333,0.0432383997915038,12.5,57.3831,4.590648
LL4-B2B/2018-02-24_SPD/LL4-1_SJL_ControlFemale-7-PSY.avi-SJLControl,LL4-B2B/2018-02-24_SPD/LL4-1_SJL_ControlFemale-7-PSY.avi,SJL/J,NA,NA,F,0,19.4,LL4-1,13,11,2018-02-24,2019-11-21 13:45:00,1931.747,6968.085,13520.871,275.4322,974.505,2939.56,24.69606,226.00856,361.85298,12.20648,125.96582,782.40982,0.495803240981241,2,13,29,-0.00404040404040404,6.10324,9.68967846153846,26.9796489655172,1.32624507553771,42.5,213.676,5.02767058823529
LL4-B2B/2018-02-24_SPD/LL4-4_B6N_ControlMale-7-PSY.avi-B6NControl,LL4-B2B/2018-02-24_SPD/LL4-4_B6N_ControlMale-7-PSY.avi,C57BL/6NJ,NA,NA,M,1,16.4,LL4-4,16,10.5714285714286,2018-02-24,2019-11-21 13:45:00,1801.027,5824.99,10685.9114,254.8889,1001.7178,3014.62346,45.23948,198.79574,286.78934,6.79536,17.14566,677.23914,0.341563698412698,1,2,18,0.00303030303030303,6.79536,8.57283,37.6243966666667,1.35869242638901,42.5,259.70242,6.11064517647059
LL4-B2B/2018-03-07_SPD/WT001G2N21009F-9-PSY.avi-WT1801AD,LL4-B2B/2018-03-07_SPD/WT001G2N21009F-9-PSY.avi,C57BL/6J,NA,NA,F,0,20.8,LL4-1,13,11.1428571428571,2018-03-07,2019-11-21 09:39:00,2011.514,6385.927,16040.5321,257.3334,848.53327,2562.16657,42.699963,351.500063,737.900196,9.33333,38.99993,246.49986,0.105033673160173,2,4,8,-0.0031024531024531,4.666665,9.7499825,30.8124825,1.12493692338812,37.5,88.2333,2.352888
LL4-B2B/2018-03-07_SPD/WT001G2N21506F-6-PSY.avi-WT1801D,LL4-B2B/2018-03-07_SPD/WT001G2N21506F-6-PSY.avi,C57BL/6J,NA,NA,F,0,25.6,LL4-2,14,13,2018-03-07,2019-11-21 09:39:00,2645.602,7370.022,17096.5749,287.4667,1100.4666,2961.5334,12.566674,99.566681,338.499908,4.2,51.0667,161.4001,0.0522823282828283,1,5,14,0.0012987012987013,4.2,10.21334,11.5285785714286,0.12725554308691,52.5,30.4333,0.579681904761905
LL4-B2B/2018-03-07_SPD/WT001G2N21507F-7-PSY.avi-WT1801D,LL4-B2B/2018-03-07_SPD/WT001G2N21507F-7-PSY.avi,C57BL/6J,NA,NA,F,0,24.4,LL4-3,15,13,2018-03-07,2019-11-21 09:39:00,2777.414,8576.757,22807.2994,240.2666,1002.2666,2843.5663,59.73334,197.76658,456.466644,7.3,27.43333,136.93333,0.107395357864358,1,4,13,0.00411255411255411,7.3,6.8583325,10.5333330769231,0.133270643869051,52.5,61.16663,1.16507866666667
LL4-B2B/2018-03-07_SPD/WT001G2N21508F-8-PSY.avi-WT1801D,LL4-B2B/2018-03-07_SPD/WT001G2N21508F-8-PSY.avi,C57BL/6J,NA,NA,F,0,23,LL4-4,16,13,2018-03-07,2019-11-21 09:39:00,2596.55,8148.771,16819.494,290.4668,1110.4668,3114.3004,9.566663,89.566603,185.766586,0,19.99997,384.03374,0.304108365079365,0,2,11,0.00303030303030303,NA,9.999985,34.9121581818182,1.37057291466346,37.5,149.3667,3.983112
LL4-B2B/2018-03-19_SPD/WT001G2N21505M-5-PSY.avi-WT1801C,LL4-B2B/2018-03-19_SPD/WT001G2N21505M-5-PSY.avi,C57BL/6J,NA,NA,M,1,31.2,LL4-1,13,14.7142857142857,2018-03-19,2019-11-21 13:30:00,2990.472,10288.984,24092.9116,277.6001,1077.0668,2920.3334,22.39999,122.933293,379.666667,3.5,20.53333,188.4333,0.147893217171717,1,3,16,0.00945165945165945,3.5,6.84444333333333,11.77708125,0.101269576121085,42.5,81.66663,1.92156776470588
LL4-B2B/2018-03-19_SPD/WT009G2NCIN20820F-20-PSY.avi-WT1801AK,LL4-B2B/2018-03-19_SPD/WT009G2NCIN20820F-20-PSY.avi,C57BL/6NJ,NA,NA,F,0,19.3,LL4-2,14,11.1428571428571,2018-03-19,2019-11-21 13:30:00,1976.773,7007.5678,15131.5871,210.9666,1023.8334,2894.7668,89.03333,176.166621,405.233251,10.3333,75.69997,539.50041,0.472283028138528,1,6,21,0.00707070707070707,10.3333,12.6166616666667,25.6904957142857,1.03982799158464,52.5,145.667,2.77460952380952
LL4-B2B/2018-03-19_SPD/WT009G2NCIN20821F-21-PSY.avi-WT1801AK,LL4-B2B/2018-03-19_SPD/WT009G2NCIN20821F-21-PSY.avi,C57BL/6NJ,NA,NA,F,0,21.2,LL4-3,15,11.1428571428571,2018-03-19,2019-11-21 13:30:00,1989.624,7562.232,16549.177,268.8333,1065.3,2968.2665,31.166667,134.699967,331.733374,12.8,39.9,124.13333,0.0386651645021645,2,4,8,-0.0025974025974026,6.4,9.975,15.51666625,0.443117070850203,52.5,48.8333,0.930158095238095
LL4-B2B/2018-03-19_SPD/WT009G2NCIN20822F-22-PSY.avi-WT1801AK,LL4-B2B/2018-03-19_SPD/WT009G2NCIN20822F-22-PSY.avi,C57BL/6NJ,NA,NA,F,0,19.5,LL4-4,16,11.1428571428571,2018-03-19,2019-11-21 13:30:00,1163.3722,5547.3031,11809.3002,294.8333,1154.7666,3133.1999,5.2,45.266672,166.866726,29.20003,151.56673,722.16666,0.274848357864358,3,10,24,-0.00187590187590188,9.73334333333333,15.156673,30.0902775,0.716902235990764,32.5,181.2,5.57538461538462
LL4-B2B/2018-04-03_SPD/WT001G2N21513M-13-PSY.avi-WT1803O,LL4-B2B/2018-04-03_SPD/WT001G2N21513M-13-PSY.avi,C57BL/6J,NA,NA,M,1,25.8,LL4-1,13,7.57142857142857,2018-04-03,2019-11-21 13:20:00,2266.424,7944.3,17884.7263,264.9666,1012.6666,2550.7666,35.066672,187.399982,749.333352,3.5,69.5333,309.53329,0.136216994227994,1,4,15,0.00101010101010101,3.5,17.383325,20.6355526666667,0.649395463460773,47.5,117.4,2.47157894736842
LL4-B2B/2018-04-03_SPD/WT009G2NCIN20830M-30-PSY.avi-WT1803AD,LL4-B2B/2018-04-03_SPD/WT009G2NCIN20830M-30-PSY.avi,C57BL/6NJ,NA,NA,M,1,21.7,LL4-4,16,6.28571428571429,2018-04-03,2019-11-21 13:20:00,2029.835,4573.1328,6221.13184,292.3666,1186.2666,3286.2666,7.633334,13.733334,13.733334,16.2667,255.86637,525.80007,-0.274422630591631,1,5,13,-0.00418470418470419,16.2667,51.173274,40.4461592307692,-0.587433414164305,12.5,224.0997,17.927976
LL4-B2B/2018-04-03_SPD/WT009G2NCIN20832M-27-PSY.avi-WT1803AD,LL4-B2B/2018-04-03_SPD/WT009G2NCIN20832M-27-PSY.avi,C57BL/6NJ,NA,NA,M,1,23,LL4-2,14,6.28571428571429,2018-04-03,2019-11-21 13:20:00,1948.403,5040.128,11135.9263,278.4334,1110.1334,3083.0999,21.59996,89.89993,216.933334,14.2,152.8,561.9007,0.240789628427128,1,9,20,0.00144300144300144,14.2,16.9777777777778,28.095035,0.440261900372989,37.5,120.73366,3.21956426666667
LL4-B2B/2018-04-17_SPD/WT009G2NCIN20936F-36-PSY.avi-WT1803R,LL4-B2B/2018-04-17_SPD/WT009G2NCIN20936F-36-PSY.avi,C57BL/6NJ,NA,NA,F,0,22.3,LL4-3,15,9.14285714285714,2018-04-17,2019-11-21 13:40:00,1473.065,3777.2517,6793.29215,295.6332,1184.3664,3231.7331,4.433337,15.733347,68.366681,6.6,199.6332,422.93327,-0.11214991991342,1,7,14,-0.00274170274170274,6.6,28.5190285714286,30.2095192857143,-0.0973999691886341,32.5,157.5667,4.84820615384615
LL4-B2B/2018-04-17_SPD/WT009G2NCIN20937F-37-PSY.avi-WT1803R,LL4-B2B/2018-04-17_SPD/WT009G2NCIN20937F-37-PSY.avi,C57BL/6NJ,NA,NA,F,0,21.3,LL4-4,16,9.14285714285714,2018-04-17,2019-11-21 13:40:00,1904.469,4964.0936,6970.88358,278.6334,1166.4,3254.9666,21.39999,33.63333,45.06667,7.3,150.53307,500.56647,-0.0335857445887446,1,5,14,-0.00288600288600288,7.3,30.106614,35.7547478571429,0.535660502791036,22.5,128.0334,5.69037333333333
LL4-B2B/2018-05-17_SPD/WT001G2N21630M-30-PSY.avi-WT1803AP,LL4-B2B/2018-05-17_SPD/WT001G2N21630M-30-PSY.avi,C57BL/6J,NA,NA,M,1,26,LL4-1,13,11,2018-05-17,2019-11-21 09:45:00,2151.117,6430.083,14350.2625,256.8666,1064.3,2756.60023,43.2,135.76666,543.499977,5.83333,47.1334,190.39999,0.130072010822511,1,4,18,0.0134199134199134,5.83333,11.78335,10.5777772222222,-0.0657932380571656,42.5,59.6333,1.40313647058824
LL4-B2B/2018-06-04_SPD/C57BR_Female_152-153-1-PSY.avi-152-153,LL4-B2B/2018-06-04_SPD/C57BR_Female_152-153-1-PSY.avi,C57BR/cdJ,NA,NA,F,0,21.4,LL4-4,16,16.7142857142857,2018-06-04,2019-11-21 10:10:00,3446.325,12365.109,30315.284,230.4667,964.3001,2695.8334,69.53333,235.73333,604.20009,5.06667,16.39997,29.53334,-0.00890328715728716,1,2,4,-0.00137085137085137,5.06667,8.199985,7.383335,0.0265991413942498,32.5,13.13337,0.404103692307692
LL4-B2B/2018-06-05_SPD/WT001G2N21727F-27-PSY.avi-PSY1804D,LL4-B2B/2018-06-05_SPD/WT001G2N21727F-27-PSY.avi,C57BL/6J,NA,NA,F,0,21,LL4-4,16,10.2857142857143,2018-06-05,2019-11-21 10:30:00,1729.167,6144.745,14578.6682,289.3667,990.0999,2892.4998,10.66667,209.933407,407.56671,4.96667,10.16667,92.9333,0.0567387907647908,1,2,10,0.00468975468975469,4.96667,5.083335,9.29333,0.120941088451367,37.5,28.8667,0.769778666666667
LL4-B2B/2018-06-12_SPD/C57BR_Male_154-155M-3-PSY.avi-154-155,LL4-B2B/2018-06-12_SPD/C57BR_Male_154-155M-3-PSY.avi,C57BR/cdJ,NA,NA,M,1,26.8,LL4-1,13,10.8571428571429,2018-06-12,2019-11-21 10:00:00,3586.255,12342.758,27362.7856,281.7,1033.9335,2740.6338,18.33333,166.10001,559.43319,4.46667,23.16667,104.46667,0.0638600173160173,1,3,12,0.00324675324675325,4.46667,7.72222333333333,8.70555583333333,0.158009443005181,47.5,48.2,1.01473684210526
TALLYHOJngJ-NA,LL5-B2B/2015-11-09_BG/LL5-1_TALLYHOJngJ.avi,TALLYHO/JngJ,Albino,3,M,1,34.8,LL5-1,17,8.85714285714286,2015-11-09,2019-11-21 11:10:00,1244.134,5294.384,17128.5034,300.1669,1126.7603,2828.9625,0,73.80716,472.60624,0,40.47381,116.65005,0.0405529134199134,0,4,13,0.00382395382395382,NA,10.1184525,8.97308076923077,0.00135369630442738,17.5,30.9643,1.76938857142857
TALLYHOJngJ-NA,LL5-B2B/2015-11-09_BG/LL5-2_TALLYHOJngJ.avi,TALLYHO/JngJ,Albino,3,M,1,29,LL5-2,18,8.85714285714286,2015-11-09,2019-11-21 11:10:00,581.7528,4608.0564,15651.2374,299.2326,1159.8267,3015.8496,0.900901,40.740731,285.685563,8.27494,22.15548,107.97455,0.0145841298701299,1,3,15,0.00245310245310245,8.27494,7.38516,7.19830333333333,0.00183503876525482,27.5,34.76805,1.26429272727273
TALLYHOJngJ-NA,LL5-B2B/2015-11-09_BG/LL5-3_TALLYHOJngJ.avi,TALLYHO/JngJ,Albino,3,M,1,33.1,LL5-3,19,8.85714285714286,2015-11-09,2019-11-21 11:10:00,651.996,4012.1753,11988.5588,300.1001,1185.8526,2994.2279,0.033367,14.714707,307.307296,0,47.58089,324.09058,0.159811044011544,0,6,27,0.00952380952380952,NA,7.93014833333333,12.0033548148148,0.132342182673158,32.5,73.8071,2.27098769230769
TALLYHOJngJ-NA,LL5-B2B/2015-11-09_BG/LL5-4_TALLYHOJngJ.avi,TALLYHO/JngJ,Albino,3,M,1,32.9,LL5-4,20,8.85714285714286,2015-11-09,2019-11-21 11:10:00,613.6761,4902.6578,13605.593,300.1335,1163.4635,2927.6615,0,37.10373,373.907074,0,0,119.61959,0.149991292929293,0,0,11,0.0127705627705628,NA,NA,10.8745081818182,0.297518408571429,52.5,56.4565,1.0753619047619
DBA-NA,LL5-B2B/2015-12-14_BG/LL5-1_DBA.avi,DBA/2J,Gray,10,F,0,19.7,LL5-1,17,8.85714285714286,2015-12-14,2019-11-21 10:55:00,873.608,3002.2952,5212.0183,300,1196.5,3289.3333,0.033334,3.533334,10.733334,8.53333,89.06673,722.80016,0.164882155122655,2,11,28,-0.00822510822510823,4.266665,8.09697545454546,25.8142914285714,1.34068841241316,42.5,167.1,3.93176470588235
DBA-NA,LL5-B2B/2015-12-14_BG/LL5-2_DBA.avi,DBA/2J,Gray,10,F,0,19.8,LL5-2,18,8.85714285714286,2015-12-14,2019-11-21 10:55:00,1152.172,5404.5057,11733.9408,300.0666,1153.5,3190.8666,0,46.599963,109.233306,6.53333,131.0667,600.23352,0.243270864357864,1,7,35,0.0152236652236652,6.53333,18.7238142857143,17.1495291428571,0.026251553945535,32.5,106.43343,3.27487476923077
DBA-NA,LL5-B2B/2015-12-14_BG/LL5-3_DBA.avi,DBA/2J,Gray,10,F,0,20.3,LL5-3,19,8.85714285714286,2015-12-14,2019-11-21 10:55:00,1400.029,6308.186,12494.3345,299.0999,1122,3159.8334,0.933334,78.033332,140.199968,10.46667,59.56667,396.33331,0.321904721500722,2,6,27,0.0126262626262626,5.233335,9.92777833333333,14.6790114814815,0.379811049462921,47.5,109.56667,2.30666673684211
DBA-NA,LL5-B2B/2015-12-14_BG/LL5-4_DBA.avi,DBA/2J,Gray,10,F,0,20.6,LL5-4,20,8.85714285714286,2015-12-14,2019-11-21 10:55:00,2215.708,8243.419,13794.404,277.6999,1051.2666,3112.3333,22.300006,148.766607,187.699938,16.4667,124.03333,794.56713,0.448338704906205,1,8,26,0.00367965367965368,16.4667,15.50416625,30.5602742307692,0.811111264248886,37.5,177.5667,4.735112
